1

10 500
54
415
328
303
132
286
231
12
68
351
2 1 10
3 2 7
4 3 4
5 4 1
6 1 7
7 3 10
8 2 5
9 8 2
10 8 6
11 9 4
12 1 4
13 2 9
14 1 10
15 10 9
16 11 5
17 7 10
18 17 10
19 4 3
20 15 10
21 13 6
22 21 7
23 21 1
24 14 2
25 10 7
26 5 10
27 14 10
28 25 10
29 28 2
30 3 5
31 22 3
32 31 3
33 5 5
34 25 4
35 22 5
36 23 2
37 10 9
38 18 9
39 7 3
40 36 2
41 11 9
42 32 3
43 29 9
44 6 10
45 30 4
46 5 3
47 42 6
48 16 2
49 42 9
50 29 9
51 15 8
52 11 7
53 38 3
54 39 8
55 17 6
56 7 6
57 55 7
58 38 5
59 53 3
60 28 8
61 46 2
62 57 3
63 7 9
64 14 9
65 17 2
66 54 3
67 43 1
68 14 1
69 21 3
70 40 10
71 69 1
72 9 5
73 31 8
74 64 3
75 72 6
76 17 5
77 12 4
78 32 6
79 46 5
80 15 10
81 18 5
82 65 9
83 11 1
84 37 10
85 19 8
86 21 5
87 61 9
88 62 9
89 36 3
90 16 5
91 19 5
92 90 8
93 66 1
94 2 1
95 10 1
96 10 5
97 23 4
98 93 3
99 86 5
100 49 10
101 83 4
102 25 5
103 76 7
104 66 1
105 8 6
106 62 2
107 41 7
108 38 8
109 62 5
110 79 5
111 7 2
112 50 3
113 87 6
114 15 10
115 30 9
116 32 4
117 83 8
118 2 8
119 58 1
120 60 7
121 56 7
122 95 6
123 58 10
124 69 3
125 11 8
126 104 1
127 97 9
128 45 4
129 100 9
130 45 4
131 97 4
132 122 3
133 67 5
134 66 1
135 25 1
136 49 2
137 81 9
138 40 2
139 38 7
140 5 2
141 114 4
142 88 2
143 123 8
144 69 8
145 32 10
146 21 6
147 13 10
148 38 8
149 114 1
150 24 10
151 133 8
152 136 1
153 110 2
154 5 6
155 58 10
156 74 1
157 98 5
158 37 10
159 88 9
160 135 1
161 150 2
162 141 5
163 45 9
164 61 6
165 39 3
166 12 3
167 148 1
168 29 10
169 155 7
170 92 2
171 79 7
172 4 6
173 88 9
174 144 5
175 97 5
176 163 9
177 158 6
178 79 10
179 68 6
180 14 6
181 70 3
182 74 1
183 50 10
184 162 8
185 173 8
186 31 9
187 159 5
188 77 8
189 9 10
190 119 4
191 6 1
192 42 6
193 16 6
194 119 3
195 11 2
196 88 2
197 32 5
198 53 1
199 5 4
200 130 7
201 13 1
202 40 7
203 1 10
204 119 10
205 197 8
206 80 8
207 126 8
208 184 8
209 103 10
210 190 7
211 151 10
212 199 8
213 38 1
214 31 4
215 64 8
216 205 9
217 88 6
218 179 5
219 83 3
220 211 9
221 42 10
222 95 1
223 35 1
224 124 3
225 192 10
226 44 2
227 61 8
228 57 6
229 172 8
230 10 4
231 167 9
232 176 5
233 215 10
234 31 3
235 128 6
236 189 3
237 185 10
238 205 3
239 204 3
240 182 2
241 222 5
242 158 2
243 218 2
244 60 1
245 91 7
246 119 6
247 37 7
248 8 3
249 99 2
250 199 8
251 247 1
252 101 3
253 240 6
254 75 3
255 160 1
256 94 2
257 93 7
258 179 8
259 56 2
260 254 9
261 140 4
262 202 7
263 110 9
264 5 8
265 28 10
266 108 8
267 36 10
268 202 5
269 33 6
270 219 6
271 68 1
272 255 4
273 7 6
274 120 7
275 119 2
276 257 9
277 253 4
278 52 9
279 144 9
280 53 3
281 201 5
282 162 2
283 190 1
284 142 2
285 226 6
286 265 5
287 6 10
288 196 5
289 99 4
290 182 6
291 265 1
292 248 2
293 50 2
294 173 5
295 226 9
296 147 2
297 276 8
298 185 9
299 286 2
300 205 5
301 87 4
302 185 4
303 237 10
304 252 10
305 59 2
306 272 9
307 264 10
308 126 7
309 55 5
310 90 4
311 124 1
312 89 7
313 222 1
314 116 7
315 32 9
316 203 10
317 8 3
318 85 9
319 152 3
320 256 8
321 146 4
322 109 10
323 289 2
324 205 9
325 321 1
326 92 2
327 211 7
328 5 1
329 323 6
330 70 10
331 137 2
332 116 10
333 170 4
334 268 2
335 134 7
336 31 3
337 188 1
338 276 6
339 73 2
340 203 1
341 312 8
342 5 4
343 32 1
344 155 5
345 186 5
346 106 4
347 130 7
348 83 5
349 108 3
350 5 7
351 230 7
352 241 3
353 347 5
354 16 1
355 98 6
356 98 9
357 159 6
358 296 1
359 224 10
360 59 6
361 196 2
362 66 3
363 234 4
364 62 9
365 111 3
366 2 10
367 283 8
368 337 9
369 310 2
370 175 7
371 248 6
372 102 4
373 338 10
374 96 9
375 67 10
376 294 4
377 320 5
378 181 3
379 154 5
380 158 8
381 299 8
382 355 1
383 213 1
384 152 8
385 98 4
386 171 3
387 250 2
388 386 3
389 40 10
390 158 4
391 62 7
392 294 7
393 361 7
394 214 2
395 35 2
396 177 3
397 218 10
398 61 10
399 54 6
400 276 6
401 49 3
402 16 10
403 229 4
404 16 10
405 270 5
406 115 9
407 341 4
408 67 5
409 251 7
410 57 5
411 211 7
412 247 4
413 159 2
414 379 10
415 393 2
416 155 8
417 403 5
418 196 3
419 206 1
420 269 7
421 305 8
422 129 7
423 130 3
424 218 4
425 352 8
426 318 2
427 9 7
428 237 7
429 249 9
430 299 5
431 183 3
432 208 9
433 293 1
434 362 6
435 261 6
436 408 7
437 7 9
438 9 8
439 436 7
440 213 7
441 66 3
442 317 4
443 421 6
444 26 7
445 32 6
446 434 8
447 8 7
448 357 4
449 45 8
450 41 1
451 133 5
452 134 10
453 136 5
454 362 9
455 17 2
456 165 9
457 44 4
458 264 2
459 241 2
460 410 6
461 229 6
462 8 6
463 158 9
464 180 3
465 409 3
466 85 1
467 8 6
468 27 3
469 116 1
470 448 5
471 432 9
472 409 5
473 218 6
474 217 4
475 455 10
476 229 7
477 213 2
478 128 9
479 331 6
480 57 1
481 399 9
482 216 6
483 294 5
484 415 8
485 47 2
486 312 8
487 316 6
488 432 5
489 237 3
490 170 2
491 93 6
492 220 9
493 198 6
494 17 2
495 327 1
496 214 1
497 282 8
498 399 7
499 272 7
500 455 10
